Sample	Population	SuperPopulation	isFemale	PurpleHair	CaffeineConsumption	HasSixToes
NA18639	CHB	EAS	false	true	0	false
NA18640	CHB	EAS	true	true	4	false
NA18641	CHB	EAS	true	false	3	false
NA18642	CHB	EAS	true	false	4	false
NA18643	CHB	EAS	false	false	6	false
NA18644	CHB	EAS	true	true	0	false
NA18645	CHB	EAS	false	false	0	false
NA18646	CHB	EAS	true	true	6	false
NA18647	CHB	EAS	false	false	6	false
NA18648	CHB	EAS	false	true	3	false
NA18740	CHB	EAS	false	true	8	true
NA18745	CHB	EAS	false	false	4	false
NA18747	CHB	EAS	false	false	6	false
NA18748	CHB	EAS	false	false	6	false
NA18749	CHB	EAS	false	true	4	false
NA18757	CHB	EAS	false	false	5	false
NA18791	CHB	EAS	false	true	6	false
NA18794	CHB	EAS	false	true	5	false
NA18795	CHB	EAS	true	false	4	false
NA18852	YRI	AFR	true	false	6	false
NA18853	YRI	AFR	false	true	4	false
NA18854	YRI	AFR	false	true	7	false
NA18855	YRI	AFR	true	false	1	false
NA18856	YRI	AFR	false	true	1	false
NA18857	YRI	AFR	false	false	4	false
NA18858	YRI	AFR	true	false	7	false
NA18859	YRI	AFR	false	true	6	false
NA18860	YRI	AFR	false	false	4	false
NA18861	YRI	AFR	true	false	1	false
NA18862	YRI	AFR	false	false	0	false
NA18863	YRI	AFR	false	true	2	false
NA18864	YRI	AFR	true	false	2	false
NA18865	YRI	AFR	false	false	3	false
NA18867	YRI	AFR	true	false	4	true
NA18868	YRI	AFR	false	false	5	false
NA18869	YRI	AFR	false	true	6	false
NA18870	YRI	AFR	true	true	5	false
NA18871	YRI	AFR	false	false	3	false
NA18872	YRI	AFR	false	true	4	false
NA18873	YRI	AFR	true	false	4	false
NA18874	YRI	AFR	false	true	3	false
NA18875	YRI	AFR	true	true	3	false
NA18876	YRI	AFR	true	true	6	false
NA18877	YRI	AFR	false	false	6	false
NA18878	YRI	AFR	true	false	3	false
NA18879	YRI	AFR	false	true	3	false
NA18881	YRI	AFR	true	true	4	false
NA18906	YRI	AFR	true	true	2	false
NA18907	YRI	AFR	true	false	3	false
NA18908	YRI	AFR	false	true	0	false
NA18909	YRI	AFR	true	false	7	false
NA18910	YRI	AFR	false	true	0	false
NA18911	YRI	AFR	false	false	2	false
NA18912	YRI	AFR	true	false	0	false
NA18913	YRI	AFR	false	false	8	false
NA18914	YRI	AFR	false	true	3	false
NA18915	YRI	AFR	false	true	3	false
NA18916	YRI	AFR	true	false	2	false
NA18917	YRI	AFR	false	false	4	false
NA18923	YRI	AFR	false	true	4	false
NA18924	YRI	AFR	true	false	5	false
NA18925	YRI	AFR	false	false	6	false
NA18930	YRI	AFR	true	false	3	false
NA18933	YRI	AFR	true	true	7	false
NA18934	YRI	AFR	false	true	6	false
NA18935	YRI	AFR	false	true	7	false
NA18939	JPT	EAS	true	true	5	false
NA18940	JPT	EAS	false	true	2	false
NA18941	JPT	EAS	true	false	5	false
NA18942	JPT	EAS	true	false	3	false
NA18943	JPT	EAS	false	false	5	false
NA18944	JPT	EAS	false	true	5	false
NA18945	JPT	EAS	false	true	1	false
NA18946	JPT	EAS	true	true	4	false
NA18947	JPT	EAS	true	false	2	false
NA18948	JPT	EAS	false	false	4	false
NA18949	JPT	EAS	true	true	3	false
NA18950	JPT	EAS	true	true	2	false
NA18951	JPT	EAS	true	false	1	false
NA18952	JPT	EAS	false	true	3	false
NA18953	JPT	EAS	false	true	2	false
NA18954	JPT	EAS	true	true	2	false
NA18955	JPT	EAS	false	false	3	false
NA18956	JPT	EAS	true	false	3	false
NA18957	JPT	EAS	true	true	3	false
NA18959	JPT	EAS	false	false	3	false
NA18960	JPT	EAS	false	true	5	false
NA18961	JPT	EAS	false	false	4	false
NA18962	JPT	EAS	false	true	2	false
NA18963	JPT	EAS	true	false	2	false
NA18964	JPT	EAS	true	false	5	false
NA18965	JPT	EAS	false	false	4	false
NA18966	JPT	EAS	false	true	6	true
NA18967	JPT	EAS	false	true	5	false
NA18968	JPT	EAS	true	true	3	false
NA18969	JPT	EAS	true	true	3	false
NA18970	JPT	EAS	false	false	4	false
NA18971	JPT	EAS	false	true	3	false
NA18972	JPT	EAS	true	true	3	false
NA18973	JPT	EAS	true	true	3	false
NA18974	JPT	EAS	false	false	3	false
NA18975	JPT	EAS	true	true	6	false
NA18976	JPT	EAS	true	false	4	false
NA18977	JPT	EAS	false	false	6	false
NA18978	JPT	EAS	true	false	3	false
NA18979	JPT	EAS	true	false	3	false
NA18980	JPT	EAS	true	true	4	false
NA18981	JPT	EAS	true	false	6	false
NA18982	JPT	EAS	false	false	6	false
NA18983	JPT	EAS	false	false	6	false
NA18984	JPT	EAS	false	true	4	true
NA18985	JPT	EAS	false	false	6	false
NA18986	JPT	EAS	false	true	3	false
NA18987	JPT	EAS	true	false	3	false
NA18988	JPT	EAS	false	true	1	false
NA18989	JPT	EAS	false	true	2	false
NA18990	JPT	EAS	false	false	5	false
NA18991	JPT	EAS	true	false	3	false
NA18992	JPT	EAS	true	true	5	false
NA18993	JPT	EAS	true	false	3	false
NA18994	JPT	EAS	false	false	6	false
NA18995	JPT	EAS	false	true	3	false
NA18997	JPT	EAS	true	true	5	false
NA18998	JPT	EAS	true	true	4	false
NA18999	JPT	EAS	true	false	2	false
NA19000	JPT	EAS	false	true	7	false
NA19001	JPT	EAS	true	false	6	false
NA19002	JPT	EAS	true	true	4	false
NA19003	JPT	EAS	true	true	5	false
NA19004	JPT	EAS	false	false	4	false
NA19005	JPT	EAS	false	true	4	false
NA19006	JPT	EAS	false	false	2	false
NA19007	JPT	EAS	false	false	4	false
NA19009	JPT	EAS	false	true	7	false
NA19010	JPT	EAS	true	true	4	false
NA19011	JPT	EAS	true	true	5	false
NA19012	JPT	EAS	false	false	3	false
NA19017	LWK	AFR	true	true	3	false
NA19019	LWK	AFR	true	true	3	false
NA19020	LWK	AFR	false	false	4	false
NA19023	LWK	AFR	true	false	3	false
NA19024	LWK	AFR	true	true	3	false
NA19025	LWK	AFR	false	false	2	false
NA19026	LWK	AFR	false	false	3	false
NA19027	LWK	AFR	false	true	3	false
NA19028	LWK	AFR	false	false	6	false
NA19030	LWK	AFR	true	true	0	false
NA19031	LWK	AFR	false	false	4	false
NA19035	LWK	AFR	false	false	3	false
NA19036	LWK	AFR	true	false	4	false
NA19037	LWK	AFR	true	false	2	true
NA19038	LWK	AFR	true	true	5	false
NA19041	LWK	AFR	false	false	7	false
NA19042	LWK	AFR	true	true	4	false
NA19043	LWK	AFR	false	false	4	false
NA19044	LWK	AFR	false	false	5	false
NA19046	LWK	AFR	false	false	4	false
NA19054	JPT	EAS	true	false	5	false
NA19055	JPT	EAS	false	true	6	false
NA19056	JPT	EAS	false	true	7	false
NA19057	JPT	EAS	true	false	0	false
NA19058	JPT	EAS	false	false	6	false
NA19059	JPT	EAS	true	true	4	true
NA19060	JPT	EAS	false	false	7	false
NA19062	JPT	EAS	false	false	2	false
NA19063	JPT	EAS	false	false	4	false
NA19064	JPT	EAS	true	true	4	false
NA19065	JPT	EAS	true	true	4	false
NA19066	JPT	EAS	false	false	1	false
NA19067	JPT	EAS	false	false	6	false
NA19068	JPT	EAS	false	false	5	false
NA19070	JPT	EAS	false	true	5	false
NA19072	JPT	EAS	false	false	2	false
NA19074	JPT	EAS	true	true	3	false
NA19075	JPT	EAS	false	false	6	false
NA19076	JPT	EAS	false	false	2	false
NA19077	JPT	EAS	true	true	4	false
NA19078	JPT	EAS	true	false	1	false
NA19079	JPT	EAS	false	true	3	false
NA19080	JPT	EAS	true	true	4	false
NA19081	JPT	EAS	true	false	5	false
NA19082	JPT	EAS	false	true	2	false
NA19083	JPT	EAS	false	true	0	false
NA19084	JPT	EAS	true	true	1	false
NA19085	JPT	EAS	false	true	3	false
NA19086	JPT	EAS	false	true	5	true
NA19087	JPT	EAS	true	false	5	false
NA19088	JPT	EAS	false	true	4	false
NA19089	JPT	EAS	false	false	6	false
NA19090	JPT	EAS	true	false	2	false
NA19091	JPT	EAS	false	false	6	false
NA19092	YRI	AFR	false	false	4	false
NA19093	YRI	AFR	true	true	5	false
NA19094	YRI	AFR	true	true	3	false
NA19095	YRI	AFR	true	true	4	false
NA19096	YRI	AFR	false	false	6	false
NA19097	YRI	AFR	true	true	1	false
NA19098	YRI	AFR	false	false	4	false
NA19099	YRI	AFR	true	false	4	false
NA19100	YRI	AFR	true	false	4	false
NA19101	YRI	AFR	false	false	2	false
NA19102	YRI	AFR	true	false	2	false
NA19103	YRI	AFR	false	true	1	false
NA19104	YRI	AFR	false	false	5	false
NA19105	YRI	AFR	true	false	5	false
NA19107	YRI	AFR	false	true	5	false
NA19108	YRI	AFR	true	true	3	false
NA19109	YRI	AFR	true	false	3	false
NA19113	YRI	AFR	false	false	3	false
NA19114	YRI	AFR	true	false	5	false
NA19115	YRI	AFR	true	false	3	false
NA19116	YRI	AFR	true	false	5	false
NA19117	YRI	AFR	false	false	5	false
NA19118	YRI	AFR	true	true	2	false
NA19119	YRI	AFR	false	false	4	false
NA19120	YRI	AFR	false	true	5	false
NA19121	YRI	AFR	false	false	3	false
NA19122	YRI	AFR	true	true	2	false
NA19123	YRI	AFR	false	true	3	false
NA19127	YRI	AFR	true	true	4	false
NA19128	YRI	AFR	false	false	3	false
NA19129	YRI	AFR	true	false	5	false
NA19130	YRI	AFR	false	false	5	false
NA19131	YRI	AFR	true	false	3	false
NA19132	YRI	AFR	true	true	4	false
NA19137	YRI	AFR	true	true	8	false
NA19138	YRI	AFR	false	false	5	false
NA19139	YRI	AFR	false	false	6	false
NA19140	YRI	AFR	true	true	4	false
NA19141	YRI	AFR	false	false	5	false
NA19142	YRI	AFR	false	false	6	false
NA19143	YRI	AFR	true	true	4	false
NA19144	YRI	AFR	false	true	3	false
NA19145	YRI	AFR	false	false	6	false
NA19146	YRI	AFR	false	true	3	false
NA19147	YRI	AFR	true	false	0	false
NA19148	YRI	AFR	true	false	5	false
NA19149	YRI	AFR	true	false	7	false
NA19150	YRI	AFR	false	false	5	false
NA19151	YRI	AFR	true	true	4	false
NA19152	YRI	AFR	true	false	2	false
NA19153	YRI	AFR	false	false	5	false
NA19154	YRI	AFR	false	false	5	false
NA19159	YRI	AFR	true	false	4	false
NA19160	YRI	AFR	false	false	6	false
NA19161	YRI	AFR	false	true	4	false
NA19166	YRI	AFR	true	true	2	false
NA19171	YRI	AFR	false	true	5	false
NA19172	YRI	AFR	true	false	2	false
NA19173	YRI	AFR	false	false	6	false
NA19174	YRI	AFR	false	true	6	false
NA19175	YRI	AFR	false	false	4	false
NA19176	YRI	AFR	true	true	6	false
NA19177	YRI	AFR	false	true	2	false
NA19184	YRI	AFR	false	true	2	false
NA19185	YRI	AFR	true	false	4	false
NA19186	YRI	AFR	false	true	4	false
NA19189	YRI	AFR	false	true	1	false
NA19190	YRI	AFR	true	true	2	false
NA19191	YRI	AFR	false	true	6	false
NA19195	YRI	AFR	false	true	3	false
NA19196	YRI	AFR	true	false	3	false
NA19197	YRI	AFR	true	true	3	false
NA19198	YRI	AFR	false	true	6	false
NA19199	YRI	AFR	true	false	3	false
NA19200	YRI	AFR	false	true	1	false
NA19201	YRI	AFR	true	true	1	false
NA19202	YRI	AFR	true	true	3	false
NA19203	YRI	AFR	false	false	10	false
NA19204	YRI	AFR	true	false	4	false
NA19205	YRI	AFR	false	false	6	false
NA19206	YRI	AFR	true	false	9	false
NA19207	YRI	AFR	false	false	5	false
NA19208	YRI	AFR	false	false	5	false
NA19209	YRI	AFR	true	false	4	false
NA19210	YRI	AFR	false	false	2	false
NA19211	YRI	AFR	false	false	2	false
NA19213	YRI	AFR	false	false	3	false
NA19214	YRI	AFR	true	false	3	false
NA19215	YRI	AFR	true	true	6	false
NA19221	YRI	AFR	true	false	3	false
NA19222	YRI	AFR	true	true	6	false
NA19223	YRI	AFR	false	false	5	false
NA19224	YRI	AFR	false	false	3	false
NA19225	YRI	AFR	true	false	4	false
NA19226	YRI	AFR	false	true	0	false
NA19235	YRI	AFR	true	false	4	false
NA19236	YRI	AFR	false	false	2	false
NA19237	YRI	AFR	true	false	3	false
NA19238	YRI	AFR	true	false	1	false
NA19239	YRI	AFR	false	false	3	false
NA19240	YRI	AFR	true	false	1	false
NA19247	YRI	AFR	true	true	6	false
NA19248	YRI	AFR	false	false	3	false
NA19249	YRI	AFR	false	false	3	false
NA19252	YRI	AFR	false	false	6	false
NA19254	YRI	AFR	true	false	3	false
NA19256	YRI	AFR	false	false	4	false
NA19257	YRI	AFR	true	false	5	false
NA19258	YRI	AFR	false	false	5	false
NA19307	LWK	AFR	false	true	5	false
NA19308	LWK	AFR	false	true	7	false
NA19309	LWK	AFR	false	true	6	false
NA19310	LWK	AFR	true	true	5	false
NA19311	LWK	AFR	false	true	6	false
NA19312	LWK	AFR	false	true	5	false
NA19313	LWK	AFR	true	true	1	false
NA19314	LWK	AFR	true	false	5	false
NA19315	LWK	AFR	true	false	4	false
NA19316	LWK	AFR	true	true	5	false
NA19317	LWK	AFR	false	true	6	false
NA19318	LWK	AFR	false	false	3	false
NA19319	LWK	AFR	false	true	5	false
NA19320	LWK	AFR	true	false	2	false
NA19321	LWK	AFR	true	true	5	false
NA19323	LWK	AFR	true	true	4	false
NA19324	LWK	AFR	true	true	2	false
NA19327	LWK	AFR	true	true	2	false
NA19328	LWK	AFR	true	true	4	false
NA19331	LWK	AFR	false	true	4	false
NA19332	LWK	AFR	true	true	4	false
NA19334	LWK	AFR	false	true	3	false
NA19338	LWK	AFR	true	true	4	false
NA19346	LWK	AFR	false	true	3	false
NA19347	LWK	AFR	false	false	6	false
NA19350	LWK	AFR	false	false	4	false
NA19351	LWK	AFR	true	false	1	false
NA19352	LWK	AFR	false	false	6	false
NA19355	LWK	AFR	true	false	0	false
NA19359	LWK	AFR	false	false	3	false
NA19360	LWK	AFR	false	false	4	false
NA19371	LWK	AFR	false	true	4	false
NA19372	LWK	AFR	false	true	5	false
NA19373	LWK	AFR	false	false	6	false
NA19374	LWK	AFR	false	true	3	false
NA19375	LWK	AFR	false	false	5	false
NA19376	LWK	AFR	false	false	4	false
NA19377	LWK	AFR	true	true	4	false
NA19378	LWK	AFR	true	false	6	false
NA19379	LWK	AFR	true	false	7	false
NA19380	LWK	AFR	false	true	2	false
NA19381	LWK	AFR	true	true	3	false
NA19382	LWK	AFR	false	false	2	false
NA19383	LWK	AFR	false	false	3	false
NA19384	LWK	AFR	false	false	2	false
NA19385	LWK	AFR	false	true	4	false
NA19390	LWK	AFR	true	false	4	false
NA19391	LWK	AFR	true	false	3	false
NA19393	LWK	AFR	false	false	2	false
NA19394	LWK	AFR	false	true	3	false
NA19395	LWK	AFR	true	true	5	false
NA19396	LWK	AFR	true	true	5	false
NA19397	LWK	AFR	false	false	2	false
NA19398	LWK	AFR	true	false	2	false
NA19399	LWK	AFR	true	false	1	false
NA19401	LWK	AFR	true	true	2	false
NA19403	LWK	AFR	true	true	4	false
NA19404	LWK	AFR	true	true	5	false
NA19428	LWK	AFR	false	true	1	false
NA19429	LWK	AFR	false	true	4	false
NA19430	LWK	AFR	false	true	6	false
NA19431	LWK	AFR	true	true	4	false
NA19432	LWK	AFR	true	false	2	false
NA19434	LWK	AFR	true	true	3	false
NA19435	LWK	AFR	true	true	4	false
NA19436	LWK	AFR	true	false	4	false
NA19437	LWK	AFR	true	true	7	false
NA19438	LWK	AFR	true	false	6	false
NA19439	LWK	AFR	true	false	4	false
NA19440	LWK	AFR	true	true	2	false
NA19443	LWK	AFR	false	false	2	false
NA19444	LWK	AFR	false	true	8	false
NA19445	LWK	AFR	true	false	4	false
NA19446	LWK	AFR	true	false	3	true
NA19448	LWK	AFR	false	false	5	false
NA19449	LWK	AFR	true	false	3	false
NA19451	LWK	AFR	false	true	2	false
NA19452	LWK	AFR	false	false	4	false
NA19453	LWK	AFR	false	false	7	false
NA19454	LWK	AFR	false	true	2	false
NA19455	LWK	AFR	false	true	3	false
NA19456	LWK	AFR	true	false	5	false
NA19457	LWK	AFR	true	false	2	false
NA19461	LWK	AFR	false	true	2	false
NA19462	LWK	AFR	true	true	4	false
NA19463	LWK	AFR	true	false	5	false
NA19466	LWK	AFR	false	true	2	false
NA19467	LWK	AFR	true	false	4	false
NA19468	LWK	AFR	true	true	4	false
NA19469	LWK	AFR	true	false	4	false
NA19470	LWK	AFR	true	true	6	false
NA19471	LWK	AFR	true	true	4	false
NA19472	LWK	AFR	true	true	3	false
NA19473	LWK	AFR	true	false	5	false
NA19474	LWK	AFR	true	true	4	false
NA19475	LWK	AFR	true	true	5	false
NA19625	ASW	AFR	true	true	4	false
NA19648	MXL	AMR	true	true	6	false
NA19649	MXL	AMR	false	true	5	false
NA19650	MXL	AMR	false	true	5	false
NA19651	MXL	AMR	true	true	3	false
NA19652	MXL	AMR	false	true	5	false
NA19653	MXL	AMR	true	true	6	false
NA19654	MXL	AMR	true	true	4	false
NA19655	MXL	AMR	false	true	4	false
NA19656	MXL	AMR	true	false	0	false
NA19657	MXL	AMR	true	true	9	false
NA19658	MXL	AMR	false	true	4	false
NA19659	MXL	AMR	true	true	1	false
NA19660	MXL	AMR	true	false	5	false
NA19661	MXL	AMR	false	false	3	false
NA19662	MXL	AMR	true	true	4	false
NA19663	MXL	AMR	true	true	5	false
NA19664	MXL	AMR	false	true	5	false
NA19665	MXL	AMR	true	true	3	false
NA19669	MXL	AMR	true	true	5	false
NA19670	MXL	AMR	false	false	6	false
NA19671	MXL	AMR	true	true	6	false
NA19672	MXL	AMR	true	false	6	false
NA19674	MXL	AMR	false	true	5	false
NA19675	MXL	AMR	true	false	6	true
NA19676	MXL	AMR	false	true	4	false
NA19677	MXL	AMR	true	true	4	false
NA19678	MXL	AMR	true	false	4	false
NA19679	MXL	AMR	false	false	3	false
NA19680	MXL	AMR	true	true	4	false
NA19681	MXL	AMR	true	true	2	false
NA19682	MXL	AMR	false	false	2	false
NA19683	MXL	AMR	true	false	3	true
NA19684	MXL	AMR	true	true	3	false
NA19685	MXL	AMR	false	true	3	false
NA19686	MXL	AMR	true	true	4	false
NA19700	ASW	AFR	false	true	5	false
NA19701	ASW	AFR	true	false	4	false
NA19702	ASW	AFR	false	true	1	false
NA19703	ASW	AFR	false	true	3	false
NA19704	ASW	AFR	true	false	5	false
NA19705	ASW	AFR	false	false	5	false
NA19707	ASW	AFR	true	true	4	false
NA19708	ASW	AFR	true	true	5	false
NA19711	ASW	AFR	false	false	0	false
NA19712	ASW	AFR	true	false	2	false
NA19713	ASW	AFR	true	true	5	false
NA19714	ASW	AFR	true	false	5	false
NA19716	MXL	AMR	true	true	3	false
NA19717	MXL	AMR	false	false	4	false
NA19718	MXL	AMR	true	false	3	false
NA19719	MXL	AMR	true	true	4	false
NA19720	MXL	AMR	false	true	4	false
NA19721	MXL	AMR	true	false	0	false
NA19722	MXL	AMR	true	true	4	false
NA19723	MXL	AMR	false	true	3	false
NA19724	MXL	AMR	false	true	2	false
NA19725	MXL	AMR	true	true	4	false
NA19726	MXL	AMR	false	false	5	false
NA19727	MXL	AMR	false	false	7	false
NA19728	MXL	AMR	true	false	5	false
NA19729	MXL	AMR	false	true	3	false
NA19730	MXL	AMR	true	false	3	false
NA19731	MXL	AMR	true	false	3	false
NA19732	MXL	AMR	false	true	5	false
NA19733	MXL	AMR	true	false	4	false
NA19734	MXL	AMR	true	true	4	false
NA19735	MXL	AMR	false	false	2	false
NA19737	MXL	AMR	true	true	6	false
NA19738	MXL	AMR	false	true	5	false
NA19740	MXL	AMR	true	false	4	false
NA19741	MXL	AMR	false	true	5	false
NA19742	MXL	AMR	false	false	4	false
NA19746	MXL	AMR	true	false	2	false
NA19747	MXL	AMR	false	true	9	false
NA19748	MXL	AMR	true	true	7	false
NA19749	MXL	AMR	true	false	6	false
NA19750	MXL	AMR	false	false	4	false
NA19751	MXL	AMR	false	true	2	false
NA19752	MXL	AMR	true	true	6	false
NA19753	MXL	AMR	false	true	5	false
NA19754	MXL	AMR	true	false	3	false
NA19755	MXL	AMR	true	true	4	false
NA19756	MXL	AMR	false	false	6	false
NA19757	MXL	AMR	false	true	8	false
NA19758	MXL	AMR	true	true	4	false
NA19759	MXL	AMR	false	true	5	false
NA19760	MXL	AMR	true	true	2	false
NA19761	MXL	AMR	true	false	6	false
NA19762	MXL	AMR	false	false	3	false
NA19763	MXL	AMR	true	true	5	false
NA19764	MXL	AMR	true	true	7	false
NA19766	MXL	AMR	true	true	5	false
NA19770	MXL	AMR	true	false	5	false
NA19771	MXL	AMR	false	true	5	false
NA19772	MXL	AMR	false	true	5	false
NA19773	MXL	AMR	true	false	2	false
NA19774	MXL	AMR	false	true	0	false
NA19775	MXL	AMR	true	false	5	false
NA19776	MXL	AMR	true	false	2	false
NA19777	MXL	AMR	false	false	2	false
NA19778	MXL	AMR	false	true	5	false
NA19779	MXL	AMR	true	true	4	false
NA19780	MXL	AMR	false	true	5	false
NA19781	MXL	AMR	true	true	6	false
NA19782	MXL	AMR	true	false	2	false
NA19783	MXL	AMR	false	true	3	false
NA19784	MXL	AMR	false	false	3	false
NA19785	MXL	AMR	true	false	4	false
NA19786	MXL	AMR	false	true	6	false
NA19787	MXL	AMR	false	true	2	false
NA19788	MXL	AMR	true	true	4	false
NA19789	MXL	AMR	false	false	3	false
NA19790	MXL	AMR	true	false	1	false
NA19792	MXL	AMR	false	false	2	false
NA19794	MXL	AMR	true	true	0	false
NA19795	MXL	AMR	false	false	5	false
NA19796	MXL	AMR	false	false	4	false
NA19797	MXL	AMR	true	false	4	false
NA19798	MXL	AMR	false	false	3	false
NA19818	ASW	AFR	false	true	4	false
NA19819	ASW	AFR	true	true	4	false
NA19828	ASW	AFR	false	true	4	false
NA19834	ASW	AFR	false	false	6	false
NA19835	ASW	AFR	true	true	3	false
NA19836	ASW	AFR	true	false	2	false
NA19900	ASW	AFR	false	false	4	false
NA19901	ASW	AFR	true	true	4	false
NA19902	ASW	AFR	true	true	4	false
NA19904	ASW	AFR	false	true	4	false
NA19905	ASW	AFR	true	true	5	false
NA19908	ASW	AFR	false	false	4	false
NA19909	ASW	AFR	true	true	6	false
NA19913	ASW	AFR	true	true	3	false
NA19914	ASW	AFR	true	true	5	false
NA19915	ASW	AFR	false	true	4	false
NA19916	ASW	AFR	false	true	1	false
NA19917	ASW	AFR	true	false	3	false
NA19918	ASW	AFR	false	false	4	false
NA19919	ASW	AFR	false	true	5	false
NA19920	ASW	AFR	false	false	3	false
NA19921	ASW	AFR	true	true	1	false
NA19922	ASW	AFR	false	true	4	false
NA19923	ASW	AFR	true	false	4	false
NA19924	ASW	AFR	true	true	3	false
NA19982	ASW	AFR	false	false	5	false
NA19983	ASW	AFR	true	true	6	false
NA19984	ASW	AFR	false	true	0	false
NA19985	ASW	AFR	true	false	2	false
NA20126	ASW	AFR	false	false	2	false
NA20127	ASW	AFR	true	true	4	false
NA20128	ASW	AFR	true	true	5	false
NA20129	ASW	AFR	true	true	5	false
NA20274	ASW	AFR	true	false	4	false
NA20276	ASW	AFR	true	false	4	false
NA20277	ASW	AFR	true	false	4	false
NA20278	ASW	AFR	false	false	4	false
NA20279	ASW	AFR	false	true	4	false
NA20281	ASW	AFR	false	true	5	false
NA20282	ASW	AFR	true	false	7	false
NA20284	ASW	AFR	false	false	8	false
NA20285	ASW	AFR	false	true	6	false
NA20287	ASW	AFR	true	false	5	false
NA20288	ASW	AFR	false	false	4	false
NA20289	ASW	AFR	true	false	5	false
NA20290	ASW	AFR	true	true	2	false
NA20291	ASW	AFR	false	false	3	false
NA20292	ASW	AFR	true	false	0	false
NA20294	ASW	AFR	true	false	5	false
NA20295	ASW	AFR	false	false	2	false
NA20296	ASW	AFR	true	false	2	false
NA20297	ASW	AFR	false	false	6	false
NA20298	ASW	AFR	false	true	4	false
NA20299	ASW	AFR	true	true	4	false
NA20300	ASW	AFR	true	false	2	false
NA20301	ASW	AFR	true	true	2	false
NA20302	ASW	AFR	false	false	5	false
NA20312	ASW	AFR	true	false	4	false
NA20313	ASW	AFR	true	false	4	false
NA20314	ASW	AFR	true	false	1	false
NA20316	ASW	AFR	false	false	3	false
NA20317	ASW	AFR	true	false	1	false
NA20318	ASW	AFR	false	false	6	true
NA20319	ASW	AFR	true	true	1	false
NA20320	ASW	AFR	true	true	3	false
NA20321	ASW	AFR	true	true	4	false
NA20322	ASW	AFR	true	true	3	false
NA20332	ASW	AFR	true	true	4	false
NA20333	ASW	AFR	true	false	5	false
NA20334	ASW	AFR	true	false	4	false
NA20335	ASW	AFR	false	false	3	false
NA20336	ASW	AFR	true	false	4	false
NA20337	ASW	AFR	true	true	4	false
NA20339	ASW	AFR	true	true	8	false
NA20340	ASW	AFR	false	true	3	false
NA20341	ASW	AFR	true	true	4	false
NA20342	ASW	AFR	false	false	5	false
NA20343	ASW	AFR	false	false	5	false
NA20344	ASW	AFR	true	true	9	false
NA20345	ASW	AFR	false	false	3	false
NA20346	ASW	AFR	false	false	1	false
NA20347	ASW	AFR	false	true	3	false
NA20348	ASW	AFR	false	true	7	false
NA20349	ASW	AFR	false	true	5	true
NA20350	ASW	AFR	false	true	6	false
NA20351	ASW	AFR	false	true	3	false
NA20355	ASW	AFR	true	false	0	false
NA20356	ASW	AFR	false	false	6	false
NA20357	ASW	AFR	true	false	5	false
NA20358	ASW	AFR	false	false	3	false
NA20359	ASW	AFR	true	true	3	false
NA20360	ASW	AFR	false	true	4	false
NA20361	ASW	AFR	true	true	2	false
NA20362	ASW	AFR	false	false	5	false
NA20363	ASW	AFR	true	true	3	false
NA20364	ASW	AFR	true	true	5	false
NA20412	ASW	AFR	true	true	7	false
NA20413	ASW	AFR	false	true	3	false
NA20414	ASW	AFR	true	true	3	false
NA20502	TSI	EUR	true	false	2	false
NA20503	TSI	EUR	true	true	3	false
NA20504	TSI	EUR	true	true	1	false
NA20505	TSI	EUR	true	true	1	false
NA20506	TSI	EUR	true	true	4	false
NA20507	TSI	EUR	true	false	4	false
NA20508	TSI	EUR	true	false	2	false
NA20509	TSI	EUR	false	true	7	false
NA20510	TSI	EUR	false	true	5	false
NA20511	TSI	EUR	false	true	4	false
NA20512	TSI	EUR	false	false	5	false
NA20513	TSI	EUR	false	false	4	false
NA20514	TSI	EUR	true	false	4	false
NA20515	TSI	EUR	false	true	3	false
NA20516	TSI	EUR	false	true	4	false
NA20517	TSI	EUR	true	true	4	false
NA20518	TSI	EUR	false	false	3	false
NA20519	TSI	EUR	false	true	0	false
NA20520	TSI	EUR	false	false	4	false
NA20521	TSI	EUR	false	false	4	false
NA20522	TSI	EUR	true	true	5	false
NA20524	TSI	EUR	false	true	6	false
NA20525	TSI	EUR	false	false	5	false
NA20526	TSI	EUR	true	false	4	false
NA20527	TSI	EUR	false	false	1	false
NA20528	TSI	EUR	false	true	4	false
NA20529	TSI	EUR	true	false	6	false
NA20530	TSI	EUR	true	true	4	false
NA20531	TSI	EUR	true	true	2	false
NA20532	TSI	EUR	false	true	3	false
NA20533	TSI	EUR	true	true	4	false
NA20534	TSI	EUR	false	false	6	false
NA20535	TSI	EUR	true	false	5	false
NA20536	TSI	EUR	false	false	5	false
NA20537	TSI	EUR	false	false	5	false
NA20538	TSI	EUR	false	true	5	false
NA20539	TSI	EUR	false	false	5	false
NA20540	TSI	EUR	true	false	4	false
NA20541	TSI	EUR	true	false	2	false
NA20542	TSI	EUR	true	true	2	false
NA20543	TSI	EUR	false	false	3	false
NA20544	TSI	EUR	false	false	4	false
NA20581	TSI	EUR	false	true	3	false
NA20582	TSI	EUR	true	true	4	false
NA20585	TSI	EUR	true	true	4	false
NA20586	TSI	EUR	false	true	3	false
NA20587	TSI	EUR	true	false	6	true
NA20588	TSI	EUR	false	false	5	false
NA20589	TSI	EUR	true	false	6	false
